,State,Year,Type,Value
1379,FL,2019,Rel_Fatality,5271.215447154472
1380,GA,2019,Rel_Fatality,5269.423802612482
1381,NC,2019,Rel_Fatality,5611.193667157585
1382,TN,2019,Rel_Fatality,4598.437079731028
1383,OH,2019,Rel_Fatality,7731.272377285852
1384,PA,2019,Rel_Fatality,9078.460606060606
1385,IL,2019,Rel_Fatality,9111.867803837953
1386,SC,2019,Rel_Fatality,4183.352750809061
1387,AZ,2019,Rel_Fatality,5913.226872246696
1388,MI,2019,Rel_Fatality,7908.631229235881
1389,NY,2019,Rel_Fatality,13872.992036405005
1390,AL,2019,Rel_Fatality,4703.447429906542
1391,MO,2019,Rel_Fatality,5219.034188034188
1392,VA,2019,Rel_Fatality,7607.488372093023
1393,IN,2019,Rel_Fatality,6102.932180851064
1394,LA,2019,Rel_Fatality,5044.299559471366
1395,KY,2019,Rel_Fatality,4543.221889055472
1396,OK,2019,Rel_Fatality,4319.640410958904
1397,MS,2019,Rel_Fatality,3548.3379310344826
1398,CO,2019,Rel_Fatality,7771.346788990826
1399,WI,2019,Rel_Fatality,8153.028462998102
1400,NJ,2019,Rel_Fatality,12170.635496183206
1401,WA,2019,Rel_Fatality,11132.818713450293
1402,MD,2019,Rel_Fatality,8999.72177419355
1403,AR,2019,Rel_Fatality,4553.761099365751
1404,OR,2019,Rel_Fatality,6597.832967032967
1405,NM,2019,Rel_Fatality,3928.756097560976
1406,KS,2019,Rel_Fatality,5967.4792243767315
1407,MN,2019,Rel_Fatality,12831.912912912912
1408,MA,2019,Rel_Fatality,15325.250773993808
1409,IA,2019,Rel_Fatality,7266.552715654952
1410,NV,2019,Rel_Fatality,7208.494736842105
1411,WV,2019,Rel_Fatality,4576.473684210527
1412,CT,2019,Rel_Fatality,11193.394849785407
1413,UT,2019,Rel_Fatality,9427.106666666667
1414,NE,2019,Rel_Fatality,6749.141509433963
1415,ID,2019,Rel_Fatality,6231.517412935324
1416,MT,2019,Rel_Fatality,4890.668674698795
1417,ME,2019,Rel_Fatality,7315.5874125874125
1418,DE,2019,Rel_Fatality,6660.073770491803
1419,WY,2019,Rel_Fatality,3534.2916666666665
1420,HI,2019,Rel_Fatality,
1421,ND,2019,Rel_Fatality,6110.593406593406
1422,NH,2019,Rel_Fatality,13280.122222222222
1423,SD,2019,Rel_Fatality,7371.170454545455
1424,AK,2019,Rel_Fatality,
1425,RI,2019,Rel_Fatality,14359.358490566037
1426,VT,2019,Rel_Fatality,10741.65909090909
1427,DC,2019,Rel_Fatality,24344.5
1428,CA,2020,Rel_Fatality,7352.382793356929
1429,TX,2020,Rel_Fatality,5016.195059625213
1430,FL,2020,Rel_Fatality,5074.38585728124
1431,GA,2020,Rel_Fatality,4958.305866842452
1432,NC,2020,Rel_Fatality,5397.455830388692
1433,OH,2020,Rel_Fatality,7019.300693240902
1434,TN,2020,Rel_Fatality,4358.595174262735
1435,IL,2020,Rel_Fatality,7573.939226519337
1436,PA,2020,Rel_Fatality,8425.166981132075
1437,MI,2020,Rel_Fatality,6936.475814412635
1438,AZ,2020,Rel_Fatality,5881.46480331263
1439,SC,2020,Rel_Fatality,4051.77489626556
1440,NY,2020,Rel_Fatality,12728.977035490605
1441,MO,2020,Rel_Fatality,4660.472647702407
1442,AL,2020,Rel_Fatality,4745.18779342723
1443,IN,2020,Rel_Fatality,5561.60490797546
1444,VA,2020,Rel_Fatality,7424.266331658291
1445,LA,2020,Rel_Fatality,4483.790026246719
1446,KY,2020,Rel_Fatality,4098.211565585331
1447,MS,2020,Rel_Fatality,2944.687591240876
1448,OK,2020,Rel_Fatality,4250.933333333333
1449,AR,2020,Rel_Fatality,3601.8879598662206
1450,CO,2020,Rel_Fatality,7490.3257839721255
1451,WI,2020,Rel_Fatality,7720.737030411449
1452,NJ,2020,Rel_Fatality,11349.566484517305
1453,MD,2020,Rel_Fatality,8157.996336996337
1454,WA,2020,Rel_Fatality,10783.858998144713
1455,OR,2020,Rel_Fatality,6401.8
1456,KS,2020,Rel_Fatality,5246.863874345549
1457,MN,2020,Rel_Fatality,11084.726287262873
1458,NM,2020,Rel_Fatality,4036.2164383561644
1459,MA,2020,Rel_Fatality,15108.174311926605
1460,IA,2020,Rel_Fatality,7319.083870967742
1461,NV,2020,Rel_Fatality,6654.996763754045
1462,CT,2020,Rel_Fatality,8833.345070422536
1463,UT,2020,Rel_Fatality,8397.5234375
1464,WV,2020,Rel_Fatality,4424.7991967871485
1465,NE,2020,Rel_Fatality,6630.511520737327
1466,MT,2020,Rel_Fatality,4351.336842105263
1467,ID,2020,Rel_Fatality,6836.867021276596
1468,ME,2020,Rel_Fatality,6939.688741721854
1469,SD,2020,Rel_Fatality,4985.537878787879
1470,WY,2020,Rel_Fatality,3747.657894736842
1471,DE,2020,Rel_Fatality,7973.326923076923
1472,NH,2020,Rel_Fatality,10820.214285714286
1473,ND,2020,Rel_Fatality,5614.645833333333
1474,HI,2020,Rel_Fatality,
1475,RI,2020,Rel_Fatality,11086.59090909091
1476,VT,2020,Rel_Fatality,7946.051724137931
1477,AK,2020,Rel_Fatality,
1478,DC,2020,Rel_Fatality,15319.558823529413
1479,TX,2021,Rel_Fatality,4498.008849557522
1480,CA,2021,Rel_Fatality,6807.078835048958
1481,FL,2021,Rel_Fatality,4678.151840046364
1482,GA,2021,Rel_Fatality,4589.12994011976
1483,NC,2021,Rel_Fatality,5058.702931596091
1484,OH,2021,Rel_Fatality,6669.521739130435
1485,TN,2021,Rel_Fatality,4076.238405207486
1486,IL,2021,Rel_Fatality,6913.093388429752
1487,PA,2021,Rel_Fatality,7891.214223764094
1488,SC,2021,Rel_Fatality,3588.946942446043
1489,NY,2021,Rel_Fatality,10808.96906278435
1490,MI,2021,Rel_Fatality,7446.334888059701
1491,AZ,2021,Rel_Fatality,5451.755409219191
1492,MO,2021,Rel_Fatality,4592.081632653061
1493,VA,2021,Rel_Fatality,6526.097130242825
1494,LA,2021,Rel_Fatality,3875.685456595265
1495,AL,2021,Rel_Fatality,4589.646327683616
1496,IN,2021,Rel_Fatality,5372.090382387022
1497,KY,2021,Rel_Fatality,4060.3964577656675
1498,MS,2021,Rel_Fatality,2916.4634146341464
1499,OK,2021,Rel_Fatality,3814.157121879589
1500,NJ,2021,Rel_Fatality,9659.118086696562
1501,CO,2021,Rel_Fatality,6914.713166144201
1502,AR,2021,Rel_Fatality,3655.976228209192
1503,WA,2021,Rel_Fatality,9732.187396351575
1504,WI,2021,Rel_Fatality,7588.900349650349
1505,OR,2021,Rel_Fatality,5488.971014492754
1506,MD,2021,Rel_Fatality,8505.281609195403
1507,MN,2021,Rel_Fatality,9186.855875831485
1508,NM,2021,Rel_Fatality,3459.5152224824355
1509,MA,2021,Rel_Fatality,12342.395465994961
1510,KS,2021,Rel_Fatality,5484.795275590551
1511,NV,2021,Rel_Fatality,5974.186111111111
1512,IA,2021,Rel_Fatality,7128.738601823708
1513,UT,2021,Rel_Fatality,7533.133105802048
1514,CT,2021,Rel_Fatality,9209.879858657243
1515,WV,2021,Rel_Fatality,4429.1439688715955
1516,ID,2021,Rel_Fatality,5505.954918032787
1517,MT,2021,Rel_Fatality,3858.990990990991
1518,NE,2021,Rel_Fatality,7493.96875
1519,ME,2021,Rel_Fatality,7826.185185185185
1520,DE,2021,Rel_Fatality,6428.060606060606
1521,SD,2021,Rel_Fatality,5123.274809160305
1522,NH,2021,Rel_Fatality,11083.264150943396
1523,WY,2021,Rel_Fatality,4220.313725490196
1524,HI,2021,Rel_Fatality,
1525,ND,2021,Rel_Fatality,6467.305882352941
1526,VT,2021,Rel_Fatality,6806.144927536232
1527,RI,2021,Rel_Fatality,12368.967213114754
1528,AK,2021,Rel_Fatality,
1529,DC,2021,Rel_Fatality,12774.625
